Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Population,X,Y,Latitude,Longitude,Elevation (m),Temperature,Temperature likeness,Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,Emblem,City Generator Link
400,Walmpjesstad,Listandeza,Listandeza Land,stinkland,De onzalige Stinklanden,Stinkman,Portuzian undefined,812,740.02,279.21,35.45,-4.81,25,8°C,Prague (Czechia),,,citadel,walls,,,,{t1:sable;ordinaries:[{ordinary:chevronReversed;t:argent}];charges:[{charge:wing;t:or;p:b;size:0.5}];shield:round},https://watabou.github.io/city-generator/?name=Walmpjesstad&population=812&size=12&seed=6028841150400&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
401,Afschrikstad,Cabetim,Cabetim Territory,stinkland,De onzalige Stinklanden,Stinkman,Faith of Eueiveito,800,499.64,546.93,29.65,-10.07,3,14°C,Washington (D.C.),,,citadel,walls,,,,{t1:or;ordinaries:[{ordinary:chief;t:vert;line:rayonne}];charges:[{charge:serpent;t:or;p:abc;t2:gules;size:0.5}];shield:renaissance},https://watabou.github.io/city-generator/?name=Afschrikstad&population=800&size=12&seed=6028841150401&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
402,Walmhoven,Listandeza,Listandeza Land,stinkland,De onzalige Stinklanden,Wildlands,Path of Remiradarin,1491,727.91,415.79,32.49,-5.08,7,11°C,Antwerp (Belgium),,,citadel,,plaza,,,{t1:vert;division:{division:perPale;t:or;line:straight};ordinaries:[{ordinary:cross;t:argent;line:straight}];shield:round},https://watabou.github.io/city-generator/?name=Walmhoven&population=1491&size=15&seed=6028841150402&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
403,Moddermoeras,Roeira,Roeira Territory,stinkland,De onzalige Stinklanden,Stinkman,Portuzian undefined,400,295.66,289.52,35.23,-14.53,7,9°C,Copenhagen (Denmark),,,citadel,,,,,{t1:vert;charges:[{charge:bugleHorn;t:argent;p:e;t2:argent;size:1.5}];shield:renaissance},https://watabou.github.io/city-generator/?name=Moddermoeras&population=400&size=9&seed=6028841150403&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
404,Vervelendendorp,Chagos,Chagos County,stinkland,De onzalige Stinklanden,Stinkman,Faith of Eueiveito,304,316.3,710.84,26.1,-14.08,7,17°C,Lisbon (Portugal),,,,walls,,,,{t1:purpure;charges:[{charge:escallop;t:or;p:e;size:1.5}];shield:renaissance},https://watabou.github.io/city-generator/?name=Vervelendendorp&population=304&size=8&seed=6028841150404&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
405,Viezigheidshof,Arester Plaat,Arester Plaat,Frijdaland,Frijdaland,Daans,Path of Remiradarin,2022,981.68,580.92,28.91,0.47,101,13°C,Milan (Italy),,,citadel,walls,,,,{t1:gules;charges:[{charge:deerHeadCaboshed;t:argent;p:e;t2:argent;size:1.5}];shield:renaissance},https://watabou.github.io/city-generator/?name=Viezigheidshof&population=2022&size=17&seed=6028841150405&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
406,Rampstad,Wachters landen,Wachters landen,Frijdaland,Frijdaland,Stinkman,No religion,983,1081.29,470.75,31.3,2.65,512,9°C,Copenhagen (Denmark),,,citadel,walls,plaza,,,{t1:vert;charges:[{charge:wolfRampant;t:argent;p:e;t2:argent;t3:argent;size:1.5}];shield:round},https://watabou.github.io/city-generator/?name=Rampstad&population=983&size=13&seed=6028841150406&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
407,Stankburg,Wachters landen,Wachters landen,Frijdaland,Frijdaland,Stinkman,No religion,1112,1067.56,490.1,30.88,2.35,3,12°C,Paris (France),,,citadel,walls,,,,{t1:purpure;division:{division:perPale;t:or;line:straight};ordinaries:[{ordinary:bordure;t:argent}];shield:round},https://watabou.github.io/city-generator/?name=Stankburg&population=1112&size=14&seed=6028841150407&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
408,Afzichtplein,Brarilvia,Brarilvia Territory,stinkland,De onzalige Stinklanden,Stinkman,Portuzian undefined,1501,1013.88,435.8,32.06,1.18,33,11°C,Antwerp (Belgium),,,,,,,,{t1:gules;charges:[{charge:wing;t:argent;p:abc;size:0.5}];shield:round},https://watabou.github.io/village-generator/?pop=1501&name=&seed=6028841150408&width=1600&height=727&tags=dead+end%2Cno+square%2Cdense
409,Afschuwveld,Brarilvia,Brarilvia Territory,stinkland,De onzalige Stinklanden,Stinkman,Soumi Faith,1819,1056.32,398.35,32.87,2.11,33,10°C,London (England),,,,,plaza,,,{t1:sable;division:{division:perFess;t:argent;line:bevilled};charges:[{charge:heart;t:or;p:kn;divided:counter;size:0.7}];shield:renaissance},https://watabou.github.io/village-generator/?pop=1819&name=&seed=6028841150409&width=1600&height=727&tags=dead+end%2Cdense
410,Vreselinge,Brarilvia,Brarilvia Territory,stinkland,De onzalige Stinklanden,Stinkman,No religion,478,970.81,386.49,33.13,0.24,88,9°C,Copenhagen (Denmark),,,,walls,,,,{t1:argent;division:{division:perChevron;t:vairEnPointe-purpure-or-small;line:straight};charges:[{charge:bugleHorn;t:gules;p:e;t2:gules;size:1.5}];shield:round},https://watabou.github.io/city-generator/?name=Vreselinge&population=478&size=10&seed=6028841150410&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
411,Kloffendam,Artel,Artel Earldom,stinkland,De onzalige Stinklanden,Stinkman,Path of Remiradarin,1980,768.05,704.86,26.23,-4.2,88,15°C,Rome (Italy),,,citadel,walls,,,,{t1:vert;charges:[{charge:crossPommy;t:argent;p:e;size:1.5}];shield:renaissance},https://watabou.github.io/city-generator/?name=Kloffendam&population=1980&size=17&seed=6028841150411&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
412,Zuurgeurdorp,New Artel,New Artel Colony,stinkland,De onzalige Stinklanden,Stinkman,Portuzian undefined,150,704.91,945.22,21.02,-5.58,12,21°C,Tegucigalpa (Honduras),,,,walls,,,,{t1:argent;charges:[{charge:mapleLeaf;t:azure;p:jln;size:0.7}];shield:renaissance},https://watabou.github.io/city-generator/?name=Zuurgeurdorp&population=150&size=7&seed=6028841150412&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
413,Smurriestad,Braporil,Braporil Territory,stinkland,De onzalige Stinklanden,Stinkman,Portuzian undefined,1100,672.13,837.16,23.36,-6.3,240,17°C,Lisbon (Portugal),,,,walls,,,,{t1:azure;charges:[{charge:wyvern;t:or;p:e;t2:or;t3:argent;size:1.5}];shield:renaissance},https://watabou.github.io/city-generator/?name=Smurriestad&population=1100&size=14&seed=6028841150413&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
414,Miseriehaven,Braporil,Braporil Territory,stinkland,De onzalige Stinklanden,Stinkman,Portuzian undefined,506,551.92,913.66,21.7,-8.93,18,20°C,Alexandria (Egypt),,,,walls,,,,{t1:gules;charges:[{charge:goutte;t:argent;p:jleh;size:0.5}];shield:renaissance},https://watabou.github.io/city-generator/?name=Miseriehaven&population=506&size=10&seed=6028841150414&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
415,Walgheim,Cabetim,Cabetim Territory,stinkland,De onzalige Stinklanden,Stinkman,Faith of Eueiveito,2509,543.42,628.32,27.89,-9.11,42,15°C,Rome (Italy),,,citadel,walls,,,,{t1:purpure;division:{division:perFess;t:or;line:straight};charges:[{charge:crescent;t:argent;p:jlh;divided:counter;size:0.7}];shield:renaissance},https://watabou.github.io/city-generator/?name=Walgheim&population=2509&size=18&seed=6028841150415&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
416,Berestank,Leira,Leira Region,stinkland,De onzalige Stinklanden,Stinkman,Portuzian undefined,505,511.85,968.29,20.52,-9.8,7,21°C,Tegucigalpa (Honduras),,,citadel,,,,,{t1:masoned-argent-sable;charges:[{charge:dolphin;t:purpure;p:e;t2:purpure;size:1.5}];shield:renaissance},https://watabou.github.io/city-generator/?name=Berestank&population=505&size=10&seed=6028841150416&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
417,zerkenstad,Sudhurst,Sudhurst Territory,stinkland,De onzalige Stinklanden,Stinkman,No religion,440,969,180,37.6,0.2,42,7°C,Montreal (Canada),,,citadel,,,,,{t1:argent;charges:[{charge:head;t:azure;p:e;t2:azure;size:1.5}];shield:round},https://watabou.github.io/city-generator/?name=zerkenstad&population=440&size=10&seed=6028841150417&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
418,Koolstankstad,New Teirafais,New Teirafais Colony,stinkland,De onzalige Stinklanden,Noordlander,No religion,456,1139,166,37.9,3.92,25,6°C,Stockholm (Sweden),,,citadel,walls,plaza,,,{t1:gules;charges:[{charge:wing;t:argent;p:abcpqh;size:0.5}];shield:round},https://watabou.github.io/city-generator/?name=Koolstankstad&population=456&size=10&seed=6028841150418&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
419,Bergenstad,Holmbor,Holmbor Territory,Noordland,Noordland,Noordlander,Slovan Deities,2800,1358.16,512.31,30.4,8.71,52,13°C,Milan (Italy),,,citadel,walls,plaza,temple,,{t1:potentEnPointe-purpure-or-small;ordinaries:[{ordinary:bendletSinister;t:or;line:straight}];charges:[{charge:hatchet;t:purpure;p:lem;t2:purpure;size:0.3}];shield:pavise},https://watabou.github.io/city-generator/?name=Bergenstad&population=2800&size=19&seed=6028841150419&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=1&temple=1&walls=1&shantytown=0&gates=-1
420,Skogsholm,Tallhem,Tallhem Region,Noordland,Noordland,Wildlands,No religion,2354,1236.28,416.55,32.47,6.04,871,5°C,Harbin (China),,,citadel,walls,plaza,,,{t1:sable;ordinaries:[{ordinary:mount;t:argent}];charges:[{charge:tower;t:argent;p:e;t2:argent;size:1.5}];shield:round},https://watabou.github.io/city-generator/?name=Skogsholm&population=2354&size=18&seed=6028841150420&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
421,Fjordholm,Tallhem,Tallhem Region,Noordland,Noordland,Noordlander,Soumi Faith,2092,1090.9,319.05,34.59,2.86,75,9°C,Copenhagen (Denmark),,port,citadel,,plaza,,,{t1:potentEnPointe-purpure-or-small;charges:[{charge:talbotPassant;t:or;p:e;t2:or;t3:or;size:1.5}];shield:renaissance},https://watabou.github.io/city-generator/?name=Fjordholm&population=2092&size=17&seed=6028841150421&river=0&coast=1&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&sea=0.34
422,Sneeuwberg,Tallhem,Tallhem Region,Noordland,Noordland,Stinkman,Soumi Faith,1845,1127.46,283.36,35.36,3.66,42,8°C,Prague (Czechia),,port,,walls,,,,{t1:azure;ordinaries:[{ordinary:pale;t:or;line:straight}];charges:[{charge:angel;t:azure;p:e;t2:azure;size:0.7}];shield:renaissance},https://watabou.github.io/city-generator/?name=Sneeuwberg&population=1845&size=16&seed=6028841150422&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1&sea=1.17
423,Norrby,Maclif,Maclif Territory,Noordland,Noordland,Noordlander,No religion,1200,1307.67,255.5,35.96,7.61,240,6°C,Stockholm (Sweden),,,citadel,walls,,,,{t1:gules;ordinaries:[{ordinary:chief;t:argent;line:wavy}];charges:[{charge:goutte;t:gules;p:abc;size:0.5}];shield:round},https://watabou.github.io/city-generator/?name=Norrby&population=1200&size=14&seed=6028841150423&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
424,Helsingfjord,Maclif,Maclif Territory,Noordland,Noordland,Noordlander,No religion,2360,1343.36,178.02,37.64,8.39,12,7°C,Montreal (Canada),,,citadel,,plaza,temple,shanty town,{t1:potentEnPointe-purpure-or-small;ordinaries:[{ordinary:pileInBend;t:argent}];shield:round},https://watabou.github.io/city-generator/?name=Helsingfjord&population=2360&size=18&seed=6028841150424&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=1&walls=0&shantytown=1&gates=-1
425,Rendal,Laitia,Laitia Territory,Noordland,Noordland,Noordlander,Soumi Faith,1900,1566.56,344.29,34.04,13.27,147,9°C,Copenhagen (Denmark),,,citadel,walls,plaza,,shanty town,{t1:azure;charges:[{charge:elephant;t:argent;p:e;t2:argent;size:1.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Rendal&population=1900&size=17&seed=6028841150425&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=1&gates=-1
426,Vesterby,Somsia,Somsia Land,Noordland,Noordland,Noordlander,Soumi Faith,1000,1611.83,550.62,29.57,14.26,131,12°C,Paris (France),,,citadel,walls,plaza,,shanty town,{t1:potentEnPointe-purpure-or-small;division:{division:perCross;t:argent;line:straight};ordinaries:[{ordinary:bordure;t:or}];shield:pavise},https://watabou.github.io/city-generator/?name=Vesterby&population=1000&size=13&seed=6028841150426&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=1&gates=-1
427,Oosthaven,Holmbor,Holmbor Territory,Frijdaland,Frijdaland,Noordlander,Mglinese Heresy,2222,1507.36,656.82,27.27,11.97,12,15°C,Rome (Italy),,,citadel,walls,plaza,,shanty town,{t1:or;division:{division:perCross;t:gules;line:potentySinister};charges:[{charge:heart;t:purpure;p:j;size:0.6};{charge:bugleHorn2;t:or;p:l;size:0.6};{charge:laurelWreath;t:or;p:m;size:0.6};{charge:mullet6Faceted;t:vert;p:o;size:0.6}];shield:pavise},https://watabou.github.io/city-generator/?name=Oosthaven&population=2222&size=18&seed=6028841150427&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=1&gates=-1
428,Bjørnskog,Somsia,Somsia Land,Noordland,Noordland,Noordlander,Old Slovan Spirits,1800,1574.39,590.66,28.7,13.44,164,13°C,Milan (Italy),,,citadel,walls,plaza,temple,shanty town,{t1:potentEnPointe-purpure-or-small;division:{division:perCross;t:argent;line:straight};charges:[{charge:mullet10;t:or;p:j;size:0.6};{charge:crown2;t:azure;p:l;size:0.6};{charge:heart;t:vert;p:m;size:0.6};{charge:sagittarius;t:argent;p:o;size:0.6}];shield:pavise},https://watabou.github.io/city-generator/?name=Bj%C3%B8rnskog&population=1800&size=16&seed=6028841150428&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=1&walls=1&shantytown=1&gates=-1
429,Sjöborg,Lahjari,Lahjari County,Noordland,Noordland,Noordlander,Soumi Faith,1600,1714.55,475.75,31.19,16.51,12,12°C,Paris (France),,,citadel,walls,plaza,,shanty town,{t1:azure;charges:[{charge:column;t:argent;p:kn;size:0.7}];shield:pavise},https://watabou.github.io/city-generator/?name=Sj%C3%B6borg&population=1600&size=16&seed=6028841150429&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=1&gates=-1
430,Gletsjerfjell,Laitia,Laitia Territory,Noordland,Noordland,Noordlander,Soumi Faith,1445,1481.24,468.78,31.34,11.4,25,12°C,Paris (France),,,citadel,,plaza,,,{t1:gules;charges:[{charge:horseSalient;t:argent;p:e;t2:argent;size:1.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Gletsjerfjell&population=1445&size=15&seed=6028841150430&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
431,Dalheim,Laitia,Laitia Territory,Noordland,Noordland,Noordlander,No religion,2200,1395.06,301.64,34.96,9.52,261,7°C,Montreal (Canada),,,citadel,,plaza,,,{t1:argent;charges:[{charge:crossFormee;t:purpure;p:jln;size:0.7}];shield:round},https://watabou.github.io/city-generator/?name=Dalheim&population=2200&size=17&seed=6028841150431&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
432,Vikenfjord,Laitia,Laitia Territory,Noordland,Noordland,Noordlander,No religion,2345,1597.9,264.2,35.78,13.95,147,7°C,Montreal (Canada),,,citadel,walls,plaza,,shanty town,{t1:or;charges:[{charge:wheel;t:azure;p:jlh;size:0.7}];shield:round},https://watabou.github.io/city-generator/?name=Vikenfjord&population=2345&size=18&seed=6028841150432&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=1&gates=-1
433,Noordgrendal,Tallhem,Tallhem Region,Noordland,Noordland,Wildlands,No religion,2500,1152.17,222.42,36.68,4.2,25,7°C,Montreal (Canada),,,,walls,plaza,,,{t1:potentEnPointe-purpure-or-small;division:{division:perChevron;t:argent;line:straight};charges:[{charge:trefle;t:or;p:e;size:1.5}];shield:round},https://watabou.github.io/city-generator/?name=Noordgrendal&population=2500&size=18&seed=647362867&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
434,Høytoppstad,Tallhem,Tallhem Region,Noordland,Noordland,Wildlands,No religion,500,1198.31,178.89,37.62,5.21,25,7°C,Montreal (Canada),,,citadel,walls,plaza,,,{t1:potentEnPointe-purpure-or-small;ordinaries:[{ordinary:bordure;t:argent}];shield:round},https://watabou.github.io/city-generator/?name=H%C3%B8ytoppstad&population=500&size=10&seed=6028841150434&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
435,Horrornachten,,,Nachtland,Land de Nachtmannen,Stinkman,No religion,450,884.04,179.76,37.61,-1.66,116,6°C,Stockholm (Sweden),,,,,,,,{t1:argent;ordinaries:[{ordinary:cross;t:azure;line:urdy}];charges:[{charge:crescent;t:argent;p:behdf;size:0.3}];shield:round},https://watabou.github.io/village-generator/?pop=450&name=&seed=6028841150435&width=800&height=364&tags=river%2Chighway%2Cuncultivated%2Cno+square%2Cdense
436,Doodsburg,,,Nachtland,Land de Nachtmannen,Stinkman,No religion,472,861.41,107.5,39.17,-2.16,18,5°C,Harbin (China),,,,,,,,{t1:azure;charges:[{charge:mullet6;t:or;p:beh;size:0.5}];shield:round},https://watabou.github.io/village-generator/?pop=472&name=&seed=6028841150436&width=800&height=364&tags=dead+end%2Cfarmland%2Cno+square%2Cdense
437,Rottestad,Listandeza,Listandeza Land,stinkland,De onzalige Stinklanden,Stinkman,Path of Remiradarin,1460,890.12,452.13,31.7,-1.53,101,11°C,Antwerp (Belgium),,,,walls,,,,{t1:azure;charges:[{charge:scorpion;t:or;p:e;size:1.5}];shield:renaissance},https://watabou.github.io/city-generator/?name=Rottestad&population=1460&size=15&seed=6028841150437&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
438,rotgeboren,Listandeza,Listandeza Land,stinkland,De onzalige Stinklanden,Stinkman,Portuzian undefined,2033,563.13,423.75,32.32,-8.68,1143,4°C,Reykjavik (Iceland),,,,,plaza,,,{t1:gules;charges:[{charge:crown2;t:argent;p:e;t2:argent;t3:argent;size:1.5}];shield:renaissance},https://watabou.github.io/city-generator/?name=rotgeboren&population=2033&size=17&seed=6028841150438&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
439,Onreinestad,Onreine landen,Onreine landen,stinkland,De onzalige Stinklanden,Daans,No religion,495,1092.3,526.46,30.09,2.89,283,11°C,Antwerp (Belgium),,,citadel,walls,,,,{t1:vert;charges:[{charge:angel;t:argent;p:e;t2:argent;size:1.5}];shield:polish},https://watabou.github.io/city-generator/?name=Onreinestad&population=495&size=10&seed=6028841150439&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
440,Verloatenen stad,Onreine landen,Onreine landen,stinkland,De onzalige Stinklanden,Daans,No religion,6090,1082.18,547.88,29.63,2.67,283,12°C,Paris (France),,,citadel,,,,,{t1:argent;charges:[{charge:cancer;t:purpure;p:abcpqh;size:0.5}];shield:polish},https://watabou.github.io/city-generator/?name=Verloatenen+stad&population=6090&size=26&seed=6028841150440&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
441,Moerstoof,Krachter Landen,Rzh Territory,Frijdaland,Frijdaland,Daans,Slovan Deities,800,1302.8,690.46,26.54,7.5,3,16°C,Dubrovnik (Croatia),,,,,,,,{t1:gules;charges:[{charge:ladder;t:argent;p:e;size:1.5}];shield:polish},https://watabou.github.io/village-generator/?pop=800&name=&seed=6028841150441&width=1000&height=455&tags=highway%2Cno+square%2Cdense
442,Vallesteen,Huesterland,Huesterland en veld ,Frijdaland,Frijdaland,Daans,Slovan Deities,356,1148.89,655.33,27.3,4.13,283,13°C,Milan (Italy),,,,,plaza,,,{t1:argent;charges:[{charge:eagle;t:purpure;p:e;t2:purpure;t3:purpure;size:1.5}];shield:polish},https://watabou.github.io/village-generator/?pop=356&name=&seed=6028841150442&width=800&height=364&tags=highway%2Cuncultivated%2Cdense
443,Troggerdam,Trolleland,Trolleland,Frijdaland,Frijdaland,Daans,Slovan Deities,1664,1065.74,711.7,26.08,2.31,25,17°C,Lisbon (Portugal),,,citadel,,plaza,,,{t1:argent;charges:[{charge:bridge2;t:azure;p:jln;size:0.7}];shield:polish},https://watabou.github.io/city-generator/?name=Troggerdam&population=1664&size=16&seed=6028841150443&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=true&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
444,Wekkedam,Trolleland,Trolleland,Frijdaland,Frijdaland,Daans,Slovan Deities,867,1055.89,731.21,25.66,2.1,18,17°C,Lisbon (Portugal),,,,,plaza,,,{t1:or;charges:[{charge:grapeBunch;t:vert;p:e;t2:vert;t3:vert;size:1.5}];shield:polish},https://watabou.github.io/village-generator/?pop=867&name=&seed=6028841150444&width=1000&height=455&tags=confluence%2Chighway%2Cdense
445,Ollerkade,Trolleland,Trolleland,Frijdaland,Frijdaland,Daans,Slovan Deities,3498,1055.76,655.19,27.3,2.09,33,15°C,Rome (Italy),,port,,,plaza,,shanty town,{t1:argent;division:{division:perFess;t:gules;line:straight};ordinaries:[{ordinary:bend;t:vert;line:straight}];shield:polish},https://watabou.github.io/city-generator/?name=Ollerkade&population=3498&size=21&seed=6028841150445&river=1&coast=1&farms=1&citadel=0&urban_castle=0&hub=true&plaza=1&temple=0&walls=0&shantytown=1&gates=-1&sea=0.86
446,Bokkelburg,Vroomse landen,Vroomse landen,Frijdaland,Frijdaland,Daans,Slovan Deities,2400,1253.95,655.98,27.29,6.43,908,9°C,Copenhagen (Denmark),,,citadel,walls,plaza,,,{t1:argent;charges:[{charge:ladder;t:sable;p:jlh;size:0.7}];shield:polish},https://watabou.github.io/city-generator/?name=Bokkelburg&population=2400&size=18&seed=6028841150446&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
447,Vroetwijk,Huesterland,Huesterland en veld ,Frijdaland,Frijdaland,Daans,Slovan Deities,600,1068.13,601.02,28.48,2.37,283,12°C,Paris (France),,port,,,plaza,,,{t1:argent;ordinaries:[{ordinary:bend;t:purpure;line:wavy}];charges:[{charge:talbotSejant;t:or;p:jo;t2:or;t3:gules;size:0.7}];shield:polish},https://watabou.github.io/village-generator/?pop=600&name=&seed=6028841150447&width=1000&height=455&tags=estuary%2Chighway%2Cfarmland%2Cdense
448,Takkersloot,Huesterland,Huesterland en veld ,Frijdaland,Frijdaland,Daans,Slovan Deities,403,1092.44,602.65,28.44,2.9,283,12°C,Paris (France),,,,,plaza,,,{t1:argent;division:{division:perSaltire;t:purpure};charges:[{charge:eagle;t:azure;p:bhdf;t2:azure;t3:azure;divided:counter;size:0.5}];shield:polish},https://watabou.github.io/village-generator/?pop=403&name=&seed=6028841150448&width=800&height=364&tags=estuary%2Chighway%2Cdense
449,Rohrach,Vroomse landen,Vroomse landen,Frijdaland,Frijdaland,Daans,Soumi Faith,1143,1136.79,481.49,31.07,3.87,512,9°C,Copenhagen (Denmark),,,,walls,plaza,,,{t1:argent;division:{division:perFess;t:azure;line:dovetailedIndented};charges:[{charge:ladder;t:sable;p:ABCDEFGHIJKL;divided:counter;size:0.18}];shield:polish},https://watabou.github.io/city-generator/?name=Rohrach&population=1143&size=14&seed=6028841150449&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
450,Heksendam,Huesterland,Huesterland en veld ,Frijdaland,Frijdaland,Daans,Slovan Deities,809,1071.88,566.92,29.22,2.45,283,12°C,Paris (France),,,,,plaza,,,{t1:argent;ordinaries:[{ordinary:bordure;t:gules}];charges:[{charge:oak;t:argent;p:ABCDEFGHIJKL;t2:argent;t3:vert;size:0.18}];shield:polish},https://watabou.github.io/village-generator/?pop=809&name=&seed=6028841150450&width=1000&height=455&tags=estuary%2Chighway%2Cdense
451,Walsbergen,Huesterland,Huesterland en veld ,Frijdaland,Frijdaland,Daans,Slovan Deities,3400,1139.95,667.62,27.03,3.94,305,14°C,Washington (D.C.),,,citadel,walls,plaza,,shanty town,{t1:purpure;charges:[{charge:inescutcheon;t:or;p:e;size:1.5};{charge:crescent;t:sable;p:e;size:0.75}];shield:polish},https://watabou.github.io/city-generator/?name=Walsbergen&population=3400&size=21&seed=6028841150451&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=1&gates=-1
452,Kerkmeer,Trolleland,Trolleland,Frijdaland,Frijdaland,Daans,Slovan Deities,1700,1088.27,718.35,25.94,2.81,3,17°C,Lisbon (Portugal),,port,,,plaza,temple,,{t1:argent;ordinaries:[{ordinary:terrace;t:gules;line:straight}];charges:[{charge:pique;t:purpure;p:bdf;size:0.5}];shield:polish},https://watabou.github.io/city-generator/?name=Kerkmeer&population=1700&size=16&seed=6028841150452&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1&sea=1.08
453,Ollerkade,Krachter Landen,Rzh Territory,Frijdaland,Frijdaland,Noordlander,Slovan Deities,1200,1454.41,707.82,26.16,10.82,3,17°C,Lisbon (Portugal),,,,,plaza,,,{t1:azure;charges:[{charge:pike;t:argent;p:jln;t2:argent;size:0.7}];shield:pavise},https://watabou.github.io/village-generator/?pop=1200&name=&seed=6028841150453&width=1400&height=636&tags=estuary%2Cdead+end%2Cdense
